Well,GFP,Strain,Plant,Leaf,vir
B9,630166.4244186047,Q15,7,Bottom,virH1
B10,448457.84883720934,Q15,7,Bottom,virH1
B11,514385.1744186047,Q15,7,Bottom,virH1
B12,497365.55232558143,Q15,7,Bottom,virH1
C1,489077.761627907,Q15,8,Top,virH1
C2,396622.8197674419,Q15,8,Top,virH1
C3,508569.04069767444,Q15,8,Top,virH1
C4,536496.3662790698,Q15,8,Top,virH1
C5,508625.00000000006,Q15,8,Bottom,virH1
C6,320529.7965116279,Q15,8,Bottom,virH1
C7,422973.83720930235,Q15,8,Bottom,virH1
C8,362362.64534883725,Q15,8,Bottom,virH1
C9,671938.2267441861,pRi,1,Top,virH1
C10,457332.12209302327,pRi,1,Top,virH1
C11,584805.9593023256,pRi,1,Top,virH1
C12,605510.1744186047,pRi,1,Top,virH1
D1,526242.7325581396,pRi,1,Bottom,virH1
D2,417818.3139534884,pRi,1,Bottom,virH1
D3,496258.7209302326,pRi,1,Bottom,virH1
D4,439085.02906976745,pRi,1,Bottom,virH1
D5,352023.2558139535,pRi,2,Top,virH1
D6,469359.011627907,pRi,2,Top,virH1
D7,505468.023255814,pRi,2,Top,virH1
D8,530781.25,pRi,2,Top,virH1
D9,279768.1686046512,pRi,2,Bottom,virH1
D10,397922.9651162791,pRi,2,Bottom,virH1
D11,309500.0,pRi,2,Bottom,virH1
D12,352508.7209302326,pRi,2,Bottom,virH1
E1,249567.58720930235,pRi,3,Top,virH1
E2,316522.52906976745,pRi,3,Top,virH1
E3,222976.0174418605,pRi,3,Top,virH1
E4,214127.9069767442,pRi,3,Top,virH1
E5,151637.3546511628,pRi,3,Bottom,virH1
E6,304465.8430232558,pRi,3,Bottom,virH1
E7,316013.8081395349,pRi,3,Bottom,virH1
E8,219475.29069767444,pRi,3,Bottom,virH1
E9,553105.3779069767,pRi,4,Top,virH1
E10,564077.761627907,pRi,4,Top,virH1
E11,450404.79651162797,pRi,4,Top,virH1
E12,380648.98255813954,pRi,4,Top,virH1
F1,394074.8546511628,pRi,4,Bottom,virH1
F2,389920.0581395349,pRi,4,Bottom,virH1
F3,463168.6046511628,pRi,4,Bottom,virH1
F4,385816.86046511633,pRi,4,Bottom,virH1
F5,326731.8313953489,pRi,5,Top,virH1
F6,362444.04069767444,pRi,5,Top,virH1
F7,351904.0697674419,pRi,5,Top,virH1
F8,303382.2674418605,pRi,5,Top,virH1
F9,432850.29069767444,pRi,5,Bottom,virH1
F10,313128.63372093026,pRi,5,Bottom,virH1
F11,201071.94767441862,pRi,5,Bottom,virH1
F12,352834.30232558143,pRi,5,Bottom,virH1
G1,274054.5058139535,pRi,6,Top,virH1
G2,441946.2209302326,pRi,6,Top,virH1
G3,258578.48837209304,pRi,6,Top,virH1
G4,428768.1686046512,pRi,6,Top,virH1
G5,341449.8546511628,pRi,6,Bottom,virH1
G6,469441.86046511633,pRi,6,Bottom,virH1
G7,542358.2848837209,pRi,6,Bottom,virH1
G8,328877.18023255817,pRi,6,Bottom,virH1
G9,457005.08720930235,pRi,7,Top,virH1
G10,318691.13372093026,pRi,7,Top,virH1
G11,207367.73255813954,pRi,7,Top,virH1
G12,257069.7674418605,pRi,7,Top,virH1
H1,347172.9651162791,pRi,7,Bottom,virH1
H2,323444.04069767444,pRi,7,Bottom,virH1
H3,358295.784883721,pRi,7,Bottom,virH1
H4,303139.534883721,pRi,7,Bottom,virH1
H5,446589.3895348838,pRi,8,Top,virH1
H6,630202.034883721,pRi,8,Top,virH1
H7,632382.9941860465,pRi,8,Top,virH1
H8,407877.90697674424,pRi,8,Top,virH1
H9,373454.2151162791,pRi,8,Bottom,virH1
H10,458867.0058139535,pRi,8,Bottom,virH1
H11,412723.83720930235,pRi,8,Bottom,virH1
H12,281101.74418604653,pRi,8,Bottom,virH1
A1,265708.57558139536,S4,1,Top,virH1
A2,403946.2209302326,S4,1,Top,virH1
A3,306325.5813953489,S4,1,Top,virH1
A4,265640.261627907,S4,1,Top,virH1
A5,351387.3546511628,S4,1,Bottom,virH1
A6,489032.70348837215,S4,1,Bottom,virH1
A7,429005.8139534884,S4,1,Bottom,virH1
A8,435466.5697674419,S4,1,Bottom,virH1
A9,283293.6046511628,S4,2,Top,virH1
A10,319849.5639534884,S4,2,Top,virH1
A11,401968.023255814,S4,2,Top,virH1
A12,224111.19186046513,S4,2,Top,virH1
B1,256531.97674418607,S4,2,Bottom,virH1
B2,277728.9244186047,S4,2,Bottom,virH1
B3,279787.06395348837,S4,2,Bottom,virH1
B4,327292.1511627907,S4,2,Bottom,virH1
B5,267529.7965116279,S4,3,Top,virH1
B6,278587.2093023256,S4,3,Top,virH1
B7,266277.6162790698,S4,3,Top,virH1
B8,205752.9069767442,S4,3,Top,virH1
B9,244888.08139534885,S4,3,Bottom,virH1
B10,239582.12209302327,S4,3,Bottom,virH1
B11,260033.43023255817,S4,3,Bottom,virH1
B12,164733.28488372095,S4,3,Bottom,virH1
C1,234898.98255813954,S4,4,Top,virH1
C2,200975.29069767444,S4,4,Top,virH1
C3,196661.33720930235,S4,4,Top,virH1
C4,163858.28488372095,S4,4,Top,virH1
C5,237125.72674418607,S4,4,Bottom,virH1
C6,312502.18023255817,S4,4,Bottom,virH1
C7,331384.4476744186,S4,4,Bottom,virH1
C8,318075.5813953489,S4,4,Bottom,virH1
C9,305513.0813953489,S4,5,Top,virH1
C10,310522.52906976745,S4,5,Top,virH1
C11,207734.011627907,S4,5,Top,virH1
C12,274302.32558139536,S4,5,Top,virH1
D1,276301.59883720934,S4,5,Bottom,virH1
D2,236297.23837209304,S4,5,Bottom,virH1
D3,342323.4011627907,S4,5,Bottom,virH1
D4,281875.0,S4,5,Bottom,virH1
D5,524085.7558139535,S4,6,Top,virH1
D6,327330.6686046512,S4,6,Top,virH1
D7,340346.65697674424,S4,6,Top,virH1
D8,335832.84883720934,S4,6,Top,virH1
D9,371771.80232558143,S4,6,Bottom,virH1
D10,568114.0988372094,S4,6,Bottom,virH1
D11,294155.523255814,S4,6,Bottom,virH1
D12,332561.0465116279,S4,6,Bottom,virH1
E1,218274.7093023256,S4,7,Top,virH1
E2,357664.24418604653,S4,7,Top,virH1
E3,204023.2558139535,S4,7,Top,virH1
E4,187941.13372093026,S4,7,Top,virH1
E5,181356.83139534885,S4,7,Bottom,virH1
E6,215781.97674418607,S4,7,Bottom,virH1
E7,307289.24418604653,S4,7,Bottom,virH1
E8,203239.82558139536,S4,7,Bottom,virH1
E9,283058.8662790698,S4,8,Top,virH1
E10,343505.8139534884,S4,8,Top,virH1
E11,264340.8430232558,S4,8,Top,virH1
E12,398161.33720930235,S4,8,Top,virH1
F1,205268.89534883722,S4,8,Bottom,virH1
F2,243742.0058139535,S4,8,Bottom,virH1
F3,212882.2674418605,S4,8,Bottom,virH1
F4,170984.73837209304,S4,8,Bottom,virH1
F5,443581.39534883725,TiBo,1,Top,virH1
F6,431121.3662790698,TiBo,1,Top,virH1
F7,460183.8662790698,TiBo,1,Top,virH1
F8,496629.36046511633,TiBo,1,Top,virH1
F9,277491.27906976745,TiBo,1,Bottom,virH1
F10,356629.36046511633,TiBo,1,Bottom,virH1
F11,435181.6860465117,TiBo,1,Bottom,virH1
F12,426497.0930232559,TiBo,1,Bottom,virH1
G1,334028.3430232558,TiBo,2,Top,virH1
G2,242191.8604651163,TiBo,2,Top,virH1
G3,296967.2965116279,TiBo,2,Top,virH1
G4,335449.8546511628,TiBo,2,Top,virH1
G5,413768.1686046512,TiBo,2,Bottom,virH1
G6,351697.6744186047,TiBo,2,Bottom,virH1
G7,362712.2093023256,TiBo,2,Bottom,virH1
G8,307638.0813953489,TiBo,2,Bottom,virH1
G9,332800.87209302327,TiBo,3,Top,virH1
G10,424651.8895348838,TiBo,3,Top,virH1
G11,317138.0813953489,TiBo,3,Top,virH1
G12,342663.5174418605,TiBo,3,Top,virH1
H1,350239.82558139536,TiBo,3,Bottom,virH1
H2,449248.54651162797,TiBo,3,Bottom,virH1
H3,450367.7325581396,TiBo,3,Bottom,virH1
H4,501062.50000000006,TiBo,3,Bottom,virH1
H5,431376.45348837215,TiBo,4,Top,virH1
H6,307779.0697674419,TiBo,4,Top,virH1
H7,591018.1686046512,TiBo,4,Top,virH1
H8,312743.4593023256,TiBo,4,Top,virH1
H9,353555.23255813954,TiBo,4,Bottom,virH1
H10,332521.07558139536,TiBo,4,Bottom,virH1
H11,334247.8197674419,TiBo,4,Bottom,virH1
H12,316432.4127906977,TiBo,4,Bottom,virH1
A1,278390.98837209307,TiBo,5,Top,virH1
A2,300466.5697674419,TiBo,5,Top,virH1
A3,300593.75,TiBo,5,Top,virH1
A4,485251.45348837215,TiBo,5,Top,virH1
A5,371649.7093023256,TiBo,5,Bottom,virH1
A6,376164.24418604653,TiBo,5,Bottom,virH1
A7,260694.7674418605,TiBo,5,Bottom,virH1
A8,297823.4011627907,TiBo,5,Bottom,virH1
A9,284450.5813953489,TiBo,6,Top,virH1
A10,399064.68023255817,TiBo,6,Top,virH1
A11,383012.3546511628,TiBo,6,Top,virH1
A12,543716.569767442,TiBo,6,Top,virH1
B1,387836.48255813954,TiBo,6,Bottom,virH1
B2,363779.7965116279,TiBo,6,Bottom,virH1
B3,380686.04651162797,TiBo,6,Bottom,virH1
B4,447450.5813953489,TiBo,6,Bottom,virH1
B5,414747.0930232559,TiBo,7,Top,virH1
B6,377758.7209302326,TiBo,7,Top,virH1
B7,497587.9360465117,TiBo,7,Top,virH1
B8,750779.069767442,TiBo,7,Top,virH1
B9,521067.58720930235,TiBo,7,Bottom,virH1
B10,356014.534883721,TiBo,7,Bottom,virH1
B11,446307.4127906977,TiBo,7,Bottom,virH1
B12,498518.1686046512,TiBo,7,Bottom,virH1
C1,298136.6279069768,TiBo,8,Top,virH1
C2,222734.011627907,TiBo,8,Top,virH1
C3,153480.37790697676,TiBo,8,Top,virH1
C4,269033.43023255817,TiBo,8,Top,virH1
C5,329612.64534883725,TiBo,8,Bottom,virH1
C6,417426.59883720934,TiBo,8,Bottom,virH1
C7,281289.24418604653,TiBo,8,Bottom,virH1
C8,385992.73255813954,TiBo,8,Bottom,virH1
C9,296417.1511627907,T60,1,Top,virH1
C10,426157.70348837215,T60,1,Top,virH1
C11,424668.6046511628,T60,1,Top,virH1
C12,320624.273255814,T60,1,Top,virH1
D1,307028.3430232558,T60,1,Bottom,virH1
D2,318268.1686046512,T60,1,Bottom,virH1
D3,321619.18604651163,T60,1,Bottom,virH1
D4,412497.0930232559,T60,1,Bottom,virH1
D5,341708.57558139536,T60,2,Top,virH1
D6,419726.74418604653,T60,2,Top,virH1
D7,375845.20348837215,T60,2,Top,virH1
D8,486068.3139534884,T60,2,Top,virH1
D9,360660.61046511633,T60,2,Bottom,virH1
D10,388502.90697674424,T60,2,Bottom,virH1
D11,460593.023255814,T60,2,Bottom,virH1
D12,430462.2093023256,T60,2,Bottom,virH1
E1,335169.3313953489,T60,3,Top,virH1
E2,411190.40697674424,T60,3,Top,virH1
E3,381919.3313953489,T60,3,Top,virH1
E4,493438.2267441861,T60,3,Top,virH1
E5,382673.69186046516,T60,3,Bottom,virH1
E6,307482.5581395349,T60,3,Bottom,virH1
E7,497404.0697674419,T60,3,Bottom,virH1
E8,421718.023255814,T60,3,Bottom,virH1
E9,224069.7674418605,T60,4,Top,virH1
E10,366340.8430232558,T60,4,Top,virH1
E11,296167.1511627907,T60,4,Top,virH1
E12,464622.8197674419,T60,4,Top,virH1
F1,423436.773255814,T60,4,Bottom,virH1
F2,399552.32558139536,T60,4,Bottom,virH1
F3,621156.25,T60,4,Bottom,virH1
F4,520279.0697674419,T60,4,Bottom,virH1
F5,475765.98837209307,T60,5,Top,virH1
F6,489536.33720930235,T60,5,Top,virH1
F7,490835.7558139535,T60,5,Top,virH1
F8,542990.5523255814,T60,5,Top,virH1
F9,593691.8604651163,T60,5,Bottom,virH1
F10,336731.1046511628,T60,5,Bottom,virH1
F11,568535.6104651163,T60,5,Bottom,virH1
F12,573071.9476744187,T60,5,Bottom,virH1
G1,499970.20348837215,T60,6,Top,virH1
G2,331514.534883721,T60,6,Top,virH1
G3,329750.0,T60,6,Top,virH1
G4,598451.3081395349,T60,6,Top,virH1
G5,540745.6395348838,T60,6,Bottom,virH1
G6,440175.14534883725,T60,6,Bottom,virH1
G7,476106.8313953489,T60,6,Bottom,virH1
G8,488813.95348837215,T60,6,Bottom,virH1
G9,431293.6046511628,T60,7,Top,virH1
G10,445550.87209302327,T60,7,Top,virH1
G11,627468.023255814,T60,7,Top,virH1
G12,563954.9418604652,T60,7,Top,virH1
H1,370606.8313953489,T60,7,Bottom,virH1
H2,413341.5697674419,T60,7,Bottom,virH1
H3,558279.796511628,T60,7,Bottom,virH1
H4,430384.4476744186,T60,7,Bottom,virH1
H5,552917.1511627907,T60,8,Top,virH1
H6,471169.3313953489,T60,8,Top,virH1
H7,395491.27906976745,T60,8,Top,virH1
H8,491346.65697674424,T60,8,Top,virH1
H9,501001.45348837215,T60,8,Bottom,virH1
H10,525529.796511628,T60,8,Bottom,virH1
H11,532002.1802325582,T60,8,Bottom,virH1
H12,364031.9767441861,T60,8,Bottom,virH1
A1,826113.0,WT,1,Top,virH2
A2,920009.0,WT,1,Top,virH2
A3,789181.0,WT,1,Top,virH2
A4,660249.0,WT,1,Top,virH2
A5,754230.0,WT,1,Bottom,virH2
A6,698151.0,WT,1,Bottom,virH2
A7,731917.0,WT,1,Bottom,virH2
A8,787556.0,WT,1,Bottom,virH2
A9,602648.0,WT,2,Top,virH2
A10,541373.0,WT,2,Top,virH2
A11,571891.0,WT,2,Top,virH2
A12,612874.0,WT,2,Top,virH2
B1,779332.0,WT,2,Bottom,virH2
B2,641782.0,WT,2,Bottom,virH2
B3,765511.0,WT,2,Bottom,virH2
B4,644812.0,WT,2,Bottom,virH2
B5,755958.0,WT,3,Top,virH2
B6,997055.0,WT,3,Top,virH2
B7,646254.0,WT,3,Top,virH2
B8,731820.0,WT,3,Top,virH2
B9,1000907.0,WT,3,Bottom,virH2
B10,804312.0,WT,3,Bottom,virH2
B11,890190.0,WT,3,Bottom,virH2
B12,897410.0,WT,3,Bottom,virH2
C1,689868.0,WT,4,Top,virH2
C2,491035.0,WT,4,Top,virH2
C3,540599.0,WT,4,Top,virH2
C4,490330.0,WT,4,Top,virH2
C5,768760.0,WT,4,Bottom,virH2
C6,167283.0,WT,4,Bottom,virH2
C7,878053.0,WT,4,Bottom,virH2
C8,657709.0,WT,4,Bottom,virH2
C9,628564.0,WT,5,Top,virH2
C10,539318.0,WT,5,Top,virH2
C11,556921.0,WT,5,Top,virH2
C12,802053.0,WT,5,Top,virH2
D1,689383.0,WT,5,Bottom,virH2
D2,700514.0,WT,5,Bottom,virH2
D3,618253.0,WT,5,Bottom,virH2
D4,623352.0,WT,5,Bottom,virH2
D5,773998.0,WT,6,Top,virH2
D6,894928.0,WT,6,Top,virH2
D7,895728.0,WT,6,Top,virH2
D8,1018887.0,WT,6,Top,virH2
D9,783425.0,WT,6,Bottom,virH2
D10,776989.0,WT,6,Bottom,virH2
D11,788936.0,WT,6,Bottom,virH2
D12,689265.0,WT,6,Bottom,virH2
E1,513972.0,WT,7,Top,virH2
E2,635093.0,WT,7,Top,virH2
E3,615898.0,WT,7,Top,virH2
E4,740618.0,WT,7,Top,virH2
E5,664022.0,WT,7,Bottom,virH2
E6,532994.0,WT,7,Bottom,virH2
E7,709893.0,WT,7,Bottom,virH2
E8,738052.0,WT,7,Bottom,virH2
E9,531076.0,WT,8,Top,virH2
E10,534504.0,WT,8,Top,virH2
E11,570462.0,WT,8,Top,virH2
E12,787930.0,WT,8,Top,virH2
F1,579312.0,WT,8,Bottom,virH2
F2,642416.0,WT,8,Bottom,virH2
F3,619080.0,WT,8,Bottom,virH2
F4,619623.0,WT,8,Bottom,virH2
F5,85259.0,ΔH12,1,Top,virH2
F6,349405.0,ΔH12,1,Top,virH2
F7,134458.0,ΔH12,1,Top,virH2
F8,145375.0,ΔH12,1,Top,virH2
F9,314302.0,ΔH12,1,Bottom,virH2
F10,194984.0,ΔH12,1,Bottom,virH2
F11,296987.0,ΔH12,1,Bottom,virH2
F12,390005.0,ΔH12,1,Bottom,virH2
G1,297539.0,ΔH12,2,Top,virH2
G2,404081.0,ΔH12,2,Top,virH2
G3,267962.0,ΔH12,2,Top,virH2
G4,321830.0,ΔH12,2,Top,virH2
G5,94902.0,ΔH12,2,Bottom,virH2
G6,82470.0,ΔH12,2,Bottom,virH2
G7,53472.0,ΔH12,2,Bottom,virH2
G8,101024.0,ΔH12,2,Bottom,virH2
G9,159513.0,ΔH12,3,Top,virH2
G10,304858.0,ΔH12,3,Top,virH2
G11,34944.0,ΔH12,3,Top,virH2
G12,276120.0,ΔH12,3,Top,virH2
H1,443924.0,ΔH12,3,Bottom,virH2
H2,229652.0,ΔH12,3,Bottom,virH2
H3,426329.0,ΔH12,3,Bottom,virH2
H4,328012.0,ΔH12,3,Bottom,virH2
H5,221281.0,ΔH12,4,Top,virH2
H6,184108.0,ΔH12,4,Top,virH2
H7,205708.0,ΔH12,4,Top,virH2
H8,224253.0,ΔH12,4,Top,virH2
H9,104004.0,ΔH12,4,Bottom,virH2
H10,132367.0,ΔH12,4,Bottom,virH2
H11,314830.0,ΔH12,4,Bottom,virH2
H12,115278.0,ΔH12,4,Bottom,virH2
A1,145898.0,ΔH12,5,Top,virH2
A2,247407.0,ΔH12,5,Top,virH2
A3,67659.0,ΔH12,5,Top,virH2
A4,210264.0,ΔH12,5,Top,virH2
A5,262461.0,ΔH12,5,Bottom,virH2
A6,216066.0,ΔH12,5,Bottom,virH2
A7,304518.0,ΔH12,5,Bottom,virH2
A8,203248.0,ΔH12,5,Bottom,virH2
A9,133264.0,ΔH12,6,Top,virH2
A10,229857.0,ΔH12,6,Top,virH2
A11,182661.0,ΔH12,6,Top,virH2
A12,182859.0,ΔH12,6,Top,virH2
B1,249985.0,ΔH12,6,Bottom,virH2
B2,324056.0,ΔH12,6,Bottom,virH2
B3,100453.0,ΔH12,6,Bottom,virH2
B4,208826.0,ΔH12,6,Bottom,virH2
B5,187976.0,ΔH12,7,Top,virH2
B6,177023.0,ΔH12,7,Top,virH2
B7,206269.0,ΔH12,7,Top,virH2
B8,235991.0,ΔH12,7,Top,virH2
B9,260524.0,ΔH12,7,Bottom,virH2
B10,532642.0,ΔH12,7,Bottom,virH2
B11,300427.0,ΔH12,7,Bottom,virH2
B12,337308.0,ΔH12,7,Bottom,virH2
C1,323944.0,ΔH12,8,Top,virH2
C2,203807.0,ΔH12,8,Top,virH2
C3,189368.0,ΔH12,8,Top,virH2
C4,302409.0,ΔH12,8,Top,virH2
C5,279550.0,ΔH12,8,Bottom,virH2
C6,342346.0,ΔH12,8,Bottom,virH2
C7,300003.0,ΔH12,8,Bottom,virH2
C8,581929.0,ΔH12,8,Bottom,virH2
C9,536617.0,A4,1,Top,virH2
C10,397900.0,A4,1,Top,virH2
C11,586321.0,A4,1,Top,virH2
C12,517632.0,A4,1,Top,virH2
D1,741625.0,A4,1,Bottom,virH2
D2,901905.0,A4,1,Bottom,virH2
D3,534207.0,A4,1,Bottom,virH2
D4,523539.0,A4,1,Bottom,virH2
D5,593524.0,A4,2,Top,virH2
D6,548557.0,A4,2,Top,virH2
D7,437315.0,A4,2,Top,virH2
D8,730935.0,A4,2,Top,virH2
D9,763360.0,A4,2,Bottom,virH2
D10,809117.0,A4,2,Bottom,virH2
D11,844476.0,A4,2,Bottom,virH2
D12,720952.0,A4,2,Bottom,virH2
E1,584210.0,A4,3,Top,virH2
E2,626937.0,A4,3,Top,virH2
E3,519243.0,A4,3,Top,virH2
E4,692555.0,A4,3,Top,virH2
E5,804829.0,A4,3,Bottom,virH2
E6,507074.0,A4,3,Bottom,virH2
E7,640283.0,A4,3,Bottom,virH2
E8,751868.0,A4,3,Bottom,virH2
E9,685398.0,A4,4,Top,virH2
E10,457148.0,A4,4,Top,virH2
E11,882587.0,A4,4,Top,virH2
E12,865428.0,A4,4,Top,virH2
F1,579640.0,A4,4,Bottom,virH2
F2,783458.0,A4,4,Bottom,virH2
F3,655111.0,A4,4,Bottom,virH2
F4,481755.0,A4,4,Bottom,virH2
F5,719391.0,A4,5,Top,virH2
F6,726995.0,A4,5,Top,virH2
F7,1012086.0,A4,5,Top,virH2
F8,823411.0,A4,5,Top,virH2
F9,1056198.0,A4,5,Bottom,virH2
F10,1003594.0,A4,5,Bottom,virH2
F11,1098791.0,A4,5,Bottom,virH2
F12,1111111.0,A4,5,Bottom,virH2
G1,627977.0,A4,6,Top,virH2
G2,346215.0,A4,6,Top,virH2
G3,434148.0,A4,6,Top,virH2
G4,414741.0,A4,6,Top,virH2
G5,490376.0,A4,6,Bottom,virH2
G6,629450.0,A4,6,Bottom,virH2
G7,728002.0,A4,6,Bottom,virH2
G8,892838.0,A4,6,Bottom,virH2
G9,317604.0,A4,7,Top,virH2
G10,655117.0,A4,7,Top,virH2
G11,699784.0,A4,7,Top,virH2
G12,829719.0,A4,7,Top,virH2
H1,790315.0,A4,7,Bottom,virH2
H2,709500.0,A4,7,Bottom,virH2
H3,768428.0,A4,7,Bottom,virH2
H4,699107.0,A4,7,Bottom,virH2
H5,556742.0,A4,8,Top,virH2
H6,604820.0,A4,8,Top,virH2
H7,645178.0,A4,8,Top,virH2
H8,486965.0,A4,8,Top,virH2
H9,686038.0,A4,8,Bottom,virH2
H10,623882.0,A4,8,Bottom,virH2
H11,778840.0,A4,8,Bottom,virH2
H12,866022.0,A4,8,Bottom,virH2
A1,573235.0,Ach5,1,Top,virH2
A2,509144.0,Ach5,1,Top,virH2
A3,583976.0,Ach5,1,Top,virH2
A4,549386.0,Ach5,1,Top,virH2
A5,801999.0,Ach5,1,Bottom,virH2
A6,662110.0,Ach5,1,Bottom,virH2
A7,849179.0,Ach5,1,Bottom,virH2
A8,712914.0,Ach5,1,Bottom,virH2
A9,681794.0,Ach5,2,Top,virH2
A10,576149.0,Ach5,2,Top,virH2
A11,645664.0,Ach5,2,Top,virH2
A12,694166.0,Ach5,2,Top,virH2
B1,786830.0,Ach5,2,Bottom,virH2
B2,582665.0,Ach5,2,Bottom,virH2
B3,639535.0,Ach5,2,Bottom,virH2
B4,513713.0,Ach5,2,Bottom,virH2
B5,607788.0,Ach5,3,Top,virH2
B6,828529.0,Ach5,3,Top,virH2
B7,496749.0,Ach5,3,Top,virH2
B8,469584.0,Ach5,3,Top,virH2
B9,330252.0,Ach5,3,Bottom,virH2
B10,318051.0,Ach5,3,Bottom,virH2
B11,428365.0,Ach5,3,Bottom,virH2
B12,260578.0,Ach5,3,Bottom,virH2
C1,606479.0,Ach5,4,Top,virH2
C2,506162.0,Ach5,4,Top,virH2
C3,798100.0,Ach5,4,Top,virH2
C4,456567.0,Ach5,4,Top,virH2
C5,655496.0,Ach5,4,Bottom,virH2
C6,561449.0,Ach5,4,Bottom,virH2
C7,860962.0,Ach5,4,Bottom,virH2
C8,556179.0,Ach5,4,Bottom,virH2
C9,461224.0,Ach5,5,Top,virH2
C10,363930.0,Ach5,5,Top,virH2
C11,486064.0,Ach5,5,Top,virH2
C12,318255.0,Ach5,5,Top,virH2
D1,249398.0,Ach5,5,Bottom,virH2
D2,469244.0,Ach5,5,Bottom,virH2
D3,458697.0,Ach5,5,Bottom,virH2
D4,262533.0,Ach5,5,Bottom,virH2
D5,674763.0,Ach5,6,Top,virH2
D6,923736.0,Ach5,6,Top,virH2
D7,583956.0,Ach5,6,Top,virH2
D8,549762.0,Ach5,6,Top,virH2
D9,580959.0,Ach5,6,Bottom,virH2
D10,751598.0,Ach5,6,Bottom,virH2
D11,992195.0,Ach5,6,Bottom,virH2
D12,777712.0,Ach5,6,Bottom,virH2
E1,345088.0,Ach5,7,Top,virH2
E2,528145.0,Ach5,7,Top,virH2
E3,450431.0,Ach5,7,Top,virH2
E4,281500.0,Ach5,7,Top,virH2
E5,851088.0,Ach5,7,Bottom,virH2
E6,483088.0,Ach5,7,Bottom,virH2
E7,607496.0,Ach5,7,Bottom,virH2
E8,748301.0,Ach5,7,Bottom,virH2
E9,1077096.0,Ach5,8,Top,virH2
E10,1505769.0,Ach5,8,Top,virH2
E11,645588.0,Ach5,8,Top,virH2
E12,1301276.0,Ach5,8,Top,virH2
F1,970138.0,Ach5,8,Bottom,virH2
F2,650596.0,Ach5,8,Bottom,virH2
F3,931296.0,Ach5,8,Bottom,virH2
F4,840687.0,Ach5,8,Bottom,virH2
F5,433348.0,C58,1,Top,virH2
F6,267666.0,C58,1,Top,virH2
F7,512907.0,C58,1,Top,virH2
F8,451589.0,C58,1,Top,virH2
F9,778139.0,C58,1,Bottom,virH2
F10,667906.0,C58,1,Bottom,virH2
F11,508132.0,C58,1,Bottom,virH2
F12,738429.0,C58,1,Bottom,virH2
G1,474472.0,C58,2,Top,virH2
G2,440874.0,C58,2,Top,virH2
G3,425177.0,C58,2,Top,virH2
G4,498708.0,C58,2,Top,virH2
G5,900210.0,C58,2,Bottom,virH2
G6,490005.0,C58,2,Bottom,virH2
G7,600127.0,C58,2,Bottom,virH2
G8,706563.0,C58,2,Bottom,virH2
G9,535811.0,C58,3,Top,virH2
G10,599397.0,C58,3,Top,virH2
G11,374605.0,C58,3,Top,virH2
G12,647125.0,C58,3,Top,virH2
H1,521203.0,C58,3,Bottom,virH2
H2,584488.0,C58,3,Bottom,virH2
H3,332844.0,C58,3,Bottom,virH2
H4,542673.0,C58,3,Bottom,virH2
H5,489076.0,C58,4,Top,virH2
H6,433204.0,C58,4,Top,virH2
H7,559905.0,C58,4,Top,virH2
H8,606022.0,C58,4,Top,virH2
H9,536245.0,C58,4,Bottom,virH2
H10,561850.0,C58,4,Bottom,virH2
H11,531390.0,C58,4,Bottom,virH2
H12,532483.0,C58,4,Bottom,virH2
A1,619540.0,C58,5,Top,virH2
A2,667856.0,C58,5,Top,virH2
A3,654155.0,C58,5,Top,virH2
A4,737356.0,C58,5,Top,virH2
A5,916828.0,C58,5,Bottom,virH2
A6,759631.0,C58,5,Bottom,virH2
A7,684843.0,C58,5,Bottom,virH2
A8,909635.0,C58,5,Bottom,virH2
A9,853350.0,C58,6,Top,virH2
A10,1326655.0,C58,6,Top,virH2
A11,988442.0,C58,6,Top,virH2
A12,768634.0,C58,6,Top,virH2
B1,700105.0,C58,6,Bottom,virH2
B2,917464.0,C58,6,Bottom,virH2
B3,943043.0,C58,6,Bottom,virH2
B4,777858.0,C58,6,Bottom,virH2
B5,783551.0,C58,7,Top,virH2
B6,617748.0,C58,7,Top,virH2
B7,609146.0,C58,7,Top,virH2
B8,667685.0,C58,7,Top,virH2
B9,740220.0,C58,7,Bottom,virH2
B10,515891.0,C58,7,Bottom,virH2
B11,726283.0,C58,7,Bottom,virH2
B12,596967.0,C58,7,Bottom,virH2
C1,684654.0,C58,8,Top,virH2
C2,794540.0,C58,8,Top,virH2
C3,916147.0,C58,8,Top,virH2
C4,565366.0,C58,8,Top,virH2
C5,862581.0,C58,8,Bottom,virH2
C6,867828.0,C58,8,Bottom,virH2
C7,1050448.0,C58,8,Bottom,virH2
C8,684139.0,C58,8,Bottom,virH2
C9,838392.0,NCIB,1,Top,virH2
C10,676870.0,NCIB,1,Top,virH2
C11,887318.0,NCIB,1,Top,virH2
C12,642181.0,NCIB,1,Top,virH2
D1,721643.0,NCIB,1,Bottom,virH2
D2,699240.0,NCIB,1,Bottom,virH2
D3,528221.0,NCIB,1,Bottom,virH2
D4,730634.0,NCIB,1,Bottom,virH2
D5,513980.0,NCIB,2,Top,virH2
D6,507785.0,NCIB,2,Top,virH2
D7,460582.0,NCIB,2,Top,virH2
D8,494280.0,NCIB,2,Top,virH2
D9,711470.0,NCIB,2,Bottom,virH2
D10,795222.0,NCIB,2,Bottom,virH2
